Name RAJ2000 DEJ2000 LDD1 e_LDD1 LDD2 e_LDD2 LDDchi2 dLDD Simbad
"HIP 82430" "16 50 45.518" "-38 15 23.11" 0.095 0.007 0.109650 0.003142 0.60895 -2.0928063 Simbad
"HIP 82503" "16 51 44.964" "-73 43 21.43" 0.103 0.007 0.125648 0.004116 0.35904 -3.2353635 Simbad
"HIP 82517" "16 51 53.882" "-65 22 31.64" 0.158 0.011 0.182893 0.005017 0.55517 -2.2629974 Simbad
"HIP 82526" "16 52 04.851" "+14 58 27.17" 0.132 0.009 0.154774 0.004427 0.66247 -2.5304954 Simbad
"HIP 82829" "16 55 35.295" "-43 18 57.55" 0.130 0.009 0.151144 0.004246 0.38164 -2.3493237 Simbad
"HIP 82841" "16 55 46.242" "+67 28 42.52" 0.121 0.008 0.140607 0.003823 0.67348 -2.4508210 Simbad
"HIP 82871" "16 56 10.133" "+77 39 09.88" 0.124 0.009 0.146700 0.003989 1.48350 -2.5222716 Simbad
"HIP 82882" "16 56 17.335" "-60 09 37.49" 0.063 0.004 0.075832 0.002352 0.35689 -3.2079422 Simbad
"HIP 82902" "16 56 28.768" "-52 17 01.50" 0.148 0.010 0.181816 0.005143 0.66718 -3.3816457 Simbad
"HIP 83046" "16 58 11.184" "-80 04 21.04" 0.083 0.006 0.096429 0.002697 0.61064 -2.2382302 Simbad
"HIP 83336" "17 01 52.643" "-32 08 36.68" 0.212 0.015 0.260616 0.007571 0.40647 -3.2410712 Simbad
"HIP 83446" "17 03 16.355" "-68 50 38.18" 0.076 0.005 0.087092 0.002640 0.25695 -2.2184134 Simbad
"HIP 83478" "17 03 39.302" "+13 36 19.24" 0.183 0.013 0.215471 0.006004 0.95946 -2.4977899 Simbad
"HIP 83508" "17 04 00.812" "-25 41 52.81" 0.103 0.007 0.131719 0.004025 0.27507 -4.1027750 Simbad
"HIP 83549" "17 04 30.849" "+27 03 31.92" 0.092 0.006 0.105146 0.002613 1.14750 -2.1909325 Simbad
"HIP 83659" "17 05 56.668" "-28 52 21.42" 0.086 0.006 0.098329 0.003102 0.62947 -2.0548403 Simbad
"HIP 83724" "17 06 41.602" "+35 19 24.27" 0.096 0.007 0.110179 0.002996 1.14477 -2.0256030 Simbad
"HIP 83905" "17 08 53.995" "+33 18 02.76" 0.085 0.006 0.099356 0.002747 0.78185 -2.3926249 Simbad
"HIP 83925" "17 09 10.357" "-68 50 48.26" 0.114 0.008 0.141817 0.004215 0.40748 -3.4770749 Simbad
"HIP 84147" "17 12 13.619" "-25 15 18.55" 0.136 0.009 0.159278 0.004727 0.39906 -2.5864758 Simbad
"HIP 84175" "17 12 25.062" "-27 45 43.65" 0.157 0.011 0.179874 0.005301 0.18167 -2.0794570 Simbad
"HIP 84188" "17 12 34.280" "-63 41 07.44" 0.114 0.008 0.134128 0.003731 0.67149 -2.5160490 Simbad
"HIP 84394" "17 15 14.607" "-57 49 07.19" 0.075 0.005 0.088915 0.002450 0.61670 -2.7830243 Simbad
"HIP 84420" "17 15 32.550" "-71 15 32.24" 0.065 0.004 0.075153 0.002191 0.35871 -2.5383494 Simbad
"HIP 84439" "17 15 48.414" "+56 04 39.24" 0.053 0.004 0.061360 0.001656 0.59673 -2.0900722 Simbad
"HIP 84445" "17 15 51.350" "-30 12 38.64" 0.153 0.011 0.175973 0.004877 0.24708 -2.0884426 Simbad
"HIP 84510" "17 16 35.647" "-74 31 58.84" 0.158 0.011 0.181860 0.005047 0.45089 -2.1691215 Simbad
"HIP 84587" "17 17 26.490" "+31 31 06.16" 0.074 0.005 0.086213 0.002852 0.04437 -2.4426594 Simbad
"HIP 84717" "17 19 02.178" "-48 41 47.68" 0.074 0.005 0.084425 0.002398 0.31044 -2.0850897 Simbad
"HIP 84847" "17 20 27.919" "+35 22 15.58" 0.081 0.006 0.099424 0.002730 0.92551 -3.0706127 Simbad
"HIP 84877" "17 20 46.625" "+21 31 10.08" 0.104 0.007 0.121120 0.003426 0.48833 -2.4457690 Simbad
"HIP 84912" "17 21 11.519" "+54 56 26.84" 0.064 0.004 0.073723 0.002066 0.62197 -2.4307015 Simbad
"HIP 85027" "17 22 43.236" "+34 10 32.13" 0.074 0.005 0.086232 0.002360 0.70441 -2.4463043 Simbad
"HIP 85212" "17 24 43.171" "-75 02 32.65" 0.059 0.004 0.072673 0.002017 0.75547 -3.4183393 Simbad
"HIP 85237" "17 25 02.668" "-34 41 45.80" 0.193 0.013 0.232186 0.006860 0.45810 -3.0143306 Simbad
"HIP 85391" "17 26 55.297" "-25 56 36.47" 0.126 0.009 0.156329 0.004767 0.49123 -3.3699424 Simbad
"HIP 85480" "17 28 07.865" "-63 02 10.46" 0.134 0.009 0.158228 0.004517 0.33016 -2.6919560 Simbad
"HIP 85498" "17 28 21.308" "+30 14 42.74" 0.056 0.004 0.070562 0.001919 0.64924 -3.6405509 Simbad
"HIP 85568" "17 29 12.815" "-60 38 23.84" 0.079 0.005 0.090838 0.002583 0.31518 -2.3675337 Simbad
"HIP 85666" "17 30 22.654" "+11 55 26.45" 0.155 0.011 0.177391 0.005049 0.90992 -2.0355650 Simbad
"HIP 85790" "17 31 49.580" "+28 24 26.99" 0.210 0.015 0.243670 0.008025 0.26547 -2.2446820 Simbad
"HIP 85819" "17 32 10.569" "+55 11 03.29" 0.532 0.037 0.440194 0.037479 0.51420 2.4812431 Simbad
"HIP 85841" "17 32 26.813" "+35 46 23.23" 0.063 0.004 0.079452 0.002189 0.68887 -4.1130033 Simbad
"HIP 85996" "17 34 32.855" "+28 12 30.81" 0.075 0.005 0.087901 0.002802 0.40417 -2.5801346 Simbad
"HIP 86029" "17 34 53.156" "+17 48 31.58" 0.073 0.005 0.091347 0.002739 1.18312 -3.6693292 Simbad
"HIP 86147" "17 36 17.075" "-65 59 50.98" 0.082 0.006 0.097852 0.002746 0.55706 -2.6420329 Simbad
"HIP 86192" "17 36 48.532" "+72 03 16.95" 0.079 0.005 0.095364 0.002689 1.05375 -3.2728703 Simbad
"HIP 86311" "17 38 08.441" "-42 52 48.99" 0.153 0.011 0.178344 0.005167 0.09176 -2.3040378 Simbad
"HIP 86446" "17 39 47.951" "+49 46 47.47" 0.136 0.009 0.154694 0.004459 0.90422 -2.0771077 Simbad
"HIP 86546" "17 41 10.992" "+15 10 42.15" 0.157 0.011 0.184250 0.004976 0.84091 -2.4772558 Simbad
"HIP 86576" "17 41 32.287" "+19 08 50.46" 0.074 0.005 0.088176 0.002438 0.34034 -2.8352485 Simbad
"HIP 86648" "17 42 15.088" "+17 13 42.02" 0.106 0.007 0.122445 0.003452 1.11750 -2.3492148 Simbad
"HIP 86664" "17 42 26.836" "-73 23 34.05" 0.092 0.006 0.109017 0.003269 0.21323 -2.8361628 Simbad
"HIP 86692" "17 42 48.665" "+43 10 08.39" 0.097 0.007 0.116224 0.002841 12.03339 -2.7462604 Simbad
"HIP 86755" "17 43 37.279" "-45 58 16.79" 0.111 0.008 0.129659 0.003749 0.69761 -2.3324227 Simbad
"HIP 86791" "17 44 04.311" "+45 02 04.93" 0.118 0.008 0.136960 0.003760 1.09245 -2.3699605 Simbad
"HIP 86850" "17 44 43.838" "-46 02 33.40" 0.124 0.009 0.145417 0.004113 0.44779 -2.3796642 Simbad
"HIP 86863" "17 44 51.908" "+38 19 24.86" 0.082 0.006 0.096089 0.002633 0.96119 -2.3480840 Simbad
"HIP 86880" "17 45 02.111" "-35 31 54.13" 0.096 0.007 0.115185 0.003330 0.27685 -2.7407800 Simbad
"HIP 86944" "17 45 57.069" "+05 41 39.98" 0.078 0.005 0.091550 0.002553 1.12038 -2.7099550 Simbad
"HIP 86955" "17 46 08.344" "+52 28 45.53" 0.059 0.004 0.070845 0.002062 0.69668 -2.9613168 Simbad
"HIP 87002" "17 46 41.043" "+05 46 27.39" 0.103 0.007 0.117744 0.003375 0.80345 -2.1062675 Simbad
"HIP 87052" "17 47 13.655" "+28 54 36.69" 0.082 0.006 0.097497 0.002810 0.72781 -2.5829089 Simbad
"HIP 87140" "17 48 15.075" "-35 53 43.09" 0.082 0.006 0.108508 0.003045 1.05863 -4.4180355 Simbad
"HIP 87181" "17 48 42.739" "-39 53 55.71" 0.105 0.007 0.120791 0.003707 0.21802 -2.2558070 Simbad
"HIP 87192" "17 48 47.874" "+19 15 18.06" 0.176 0.012 0.204715 0.006120 1.07026 -2.3929005 Simbad
"HIP 87264" "17 49 53.014" "-61 42 52.94" 0.124 0.009 0.154558 0.004244 0.95957 -3.3953805 Simbad
"HIP 87317" "17 50 31.349" "+57 26 36.67" 0.068 0.005 0.078685 0.002514 0.50547 -2.1370842 Simbad
"HIP 87375" "17 51 08.980" "+27 04 06.32" 0.070 0.005 0.080627 0.002228 0.51649 -2.1254153 Simbad
"HIP 87439" "17 52 02.495" "+16 37 57.20" 0.090 0.006 0.108889 0.003084 1.00438 -3.1482280 Simbad
"HIP 87454" "17 52 09.237" "+42 51 25.66" 0.086 0.006 0.098529 0.002705 1.33468 -2.0882165 Simbad
"HIP 87506" "17 52 44.025" "+37 17 10.55" 0.040 0.003 0.049404 0.001383 0.42044 -3.1345460 Simbad
"HIP 87673" "17 54 27.393" "-58 54 41.62" 0.078 0.005 0.095566 0.002850 0.99856 -3.5131724 Simbad
"HIP 87695" "17 54 44.321" "-55 53 54.35" 0.106 0.007 0.120392 0.003341 0.48672 -2.0560355 Simbad
"HIP 87724" "17 55 08.343" "+24 13 54.52" 0.058 0.004 0.068139 0.002451 0.74308 -2.5347414 Simbad
"HIP 87749" "17 55 25.366" "+32 26 18.09" 0.098 0.007 0.113263 0.003110 0.95056 -2.1804261 Simbad
"HIP 87821" "17 56 24.164" "-54 22 41.05" 0.081 0.006 0.094246 0.002714 0.60991 -2.2076926 Simbad
"HIP 87827" "17 56 26.245" "+62 37 10.49" 0.099 0.007 0.113163 0.003205 0.57403 -2.0232668 Simbad
"HIP 87840" "17 56 42.993" "+44 59 14.53" 0.116 0.008 0.133205 0.003657 1.38737 -2.1505654 Simbad
"HIP 87924" "17 57 40.921" "-39 06 06.50" 0.132 0.009 0.153334 0.004462 0.41918 -2.3704736 Simbad
"HIP 87944" "17 57 56.563" "+43 25 01.63" 0.113 0.008 0.132289 0.003579 1.49199 -2.4110963 Simbad
"HIP 88030" "17 58 52.306" "+45 28 34.39" 0.122 0.008 0.147527 0.004025 1.09443 -3.1909149 Simbad
"HIP 88151" "18 00 16.127" "+28 43 11.03" 0.107 0.007 0.123522 0.003397 0.85168 -2.3603290 Simbad
"HIP 88152" "18 00 16.180" "-47 33 13.78" 0.115 0.008 0.142477 0.004318 0.63321 -3.4346254 Simbad
"HIP 88270" "18 01 31.830" "-38 04 56.00" 0.110 0.008 0.128812 0.003548 0.65479 -2.3515020 Simbad
"HIP 88415" "18 03 08.891" "+48 27 51.38" 0.179 0.012 0.205465 0.005630 1.24530 -2.2053843 Simbad
"HIP 88569" "18 05 04.306" "+45 42 10.51" 0.061 0.004 0.070588 0.001960 0.58914 -2.3969624 Simbad
"HIP 88744" "18 07 00.827" "+65 53 16.66" 0.068 0.005 0.085898 0.002330 1.80512 -3.5795853 Simbad
"HIP 88812" "18 07 47.579" "+09 50 56.18" 0.131 0.009 0.153735 0.004685 0.75284 -2.5261443 Simbad
"HIP 88830" "18 07 57.869" "+59 01 14.78" 0.061 0.004 0.072716 0.002106 0.29827 -2.9290197 Simbad
"HIP 88953" "18 09 26.826" "+36 31 08.07" 0.070 0.005 0.080070 0.002158 1.06467 -2.0140305 Simbad
"HIP 89022" "18 10 05.770" "-45 54 14.30" 0.080 0.005 0.097378 0.002754 0.65225 -3.4755902 Simbad
"HIP 89026" "18 10 10.138" "+82 56 23.43" 0.067 0.005 0.090012 0.002497 1.26467 -4.6024547 Simbad
"HIP 89058" "18 10 37.339" "+21 01 40.53" 0.075 0.005 0.091353 0.002517 1.08725 -3.2705530 Simbad
"HIP 89104" "18 11 07.153" "+60 24 34.32" 0.148 0.010 0.171909 0.004617 1.32335 -2.3909435 Simbad
"HIP 89160" "18 11 46.988" "-43 04 55.42" 0.070 0.005 0.093595 0.002727 1.04643 -4.7189880 Simbad
"HIP 89196" "18 12 10.921" "+19 05 37.30" 0.060 0.004 0.076503 0.002157 1.11172 -4.1257280 Simbad
"HIP 89279" "18 13 04.819" "+38 46 24.58" 0.150 0.010 0.183569 0.005151 0.94462 -3.3568964 Simbad
"HIP 89297" "18 13 16.488" "-39 15 15.93" 0.082 0.006 0.096595 0.002820 0.45432 -2.4324617 Simbad
"HIP 89338" "18 13 42.915" "-75 33 02.61" 0.108 0.007 0.123151 0.003513 0.98817 -2.1643915 Simbad
"HIP 89342" "18 13 47.484" "-46 18 45.32" 0.130 0.009 0.149105 0.004685 0.37821 -2.1227798 Simbad
"HIP 89361" "18 14 06.960" "-38 24 43.14" 0.087 0.006 0.105404 0.003176 0.29685 -3.0673394 Simbad
"HIP 89366" "18 14 10.826" "-27 30 10.14" 0.094 0.007 0.110578 0.003170 0.88620 -2.3683255 Simbad
"HIP 89382" "18 14 24.114" "-70 45 04.36" 0.118 0.008 0.134570 0.003743 0.64826 -2.0712464 Simbad
"HIP 89482" "18 15 38.778" "+42 09 33.64" 0.154 0.011 0.189688 0.005364 0.39010 -3.2443717 Simbad
"HIP 89521" "18 16 03.300" "+50 31 57.49" 0.083 0.006 0.100932 0.003109 0.48461 -2.9886365 Simbad
"HIP 89594" "18 16 58.742" "+68 44 29.24" 0.100 0.007 0.129429 0.003579 1.12010 -4.2040850 Simbad
"HIP 89597" "18 17 00.919" "-51 04 05.78" 0.153 0.011 0.180392 0.005103 0.28866 -2.4901750 Simbad
"HIP 89605" "18 17 07.532" "-56 01 24.06" 0.248 0.017 0.201059 0.006935 5.96525 2.7612245 Simbad
"HIP 89660" "18 17 51.056" "-33 23 46.15" 0.096 0.007 0.116977 0.003752 0.24118 -2.9967510 Simbad
"HIP 89701" "18 18 25.165" "-44 56 58.25" 0.045 0.003 0.051654 0.001455 1.22286 -2.2179396 Simbad
"HIP 89719" "18 18 35.920" "+42 33 52.60" 0.055 0.004 0.064401 0.001932 0.14610 -2.3502688 Simbad
"HIP 89730" "18 18 40.990" "+54 36 00.63" 0.061 0.004 0.073438 0.002120 1.10306 -3.1094651 Simbad
"HIP 89737" "18 18 46.818" "-69 35 56.22" 0.055 0.004 0.071159 0.001997 1.29942 -4.0397460 Simbad
"HIP 89765" "18 19 04.412" "+37 39 30.18" 0.046 0.003 0.059111 0.001802 0.37110 -4.3702360 Simbad
"HIP 89971" "18 21 25.936" "+74 02 52.98" 0.069 0.005 0.080228 0.002334 0.41971 -2.2455544 Simbad
"HIP 89982" "18 21 33.446" "+52 54 07.81" 0.074 0.005 0.088432 0.002680 0.29770 -2.8864622 Simbad
"HIP 90040" "18 22 23.135" "+40 22 31.35" 0.079 0.005 0.097309 0.002836 0.96389 -3.6618100 Simbad
"HIP 90052" "18 22 35.319" "+12 01 46.85" 0.210 0.014 0.239393 0.006490 1.04630 -2.0994842 Simbad
"HIP 90111" "18 23 19.455" "+14 42 00.15" 0.112 0.008 0.136685 0.003729 1.26751 -3.0856206 Simbad
"HIP 90126" "18 23 32.605" "+05 19 54.54" 0.082 0.006 0.098225 0.002954 0.38650 -2.7041110 Simbad
"HIP 90140" "18 23 44.061" "+38 20 42.42" 0.109 0.007 0.132823 0.003634 1.73075 -3.4032974 Simbad
"HIP 90182" "18 24 09.269" "+83 10 31.43" 0.185 0.013 0.212890 0.005833 1.14799 -2.1454165 Simbad
"HIP 90209" "18 24 25.589" "+32 07 50.97" 0.063 0.004 0.077090 0.002116 0.41814 -3.5224890 Simbad
"HIP 90302" "18 25 31.460" "-37 08 56.82" 0.073 0.005 0.087656 0.002629 0.40313 -2.9311478 Simbad
"HIP 90426" "18 27 01.487" "+36 01 45.70" 0.057 0.004 0.065856 0.001822 1.06653 -2.2139652 Simbad
"HIP 90429" "18 27 03.514" "-69 22 52.01" 0.068 0.005 0.080461 0.002452 0.48126 -2.4921330 Simbad
"HIP 90445" "18 27 17.521" "+28 55 44.02" 0.046 0.003 0.056242 0.001539 1.05644 -3.4141280 Simbad
"HIP 90498" "18 27 59.997" "+57 23 54.14" 0.073 0.005 0.087683 0.002453 1.00281 -2.9365332 Simbad
"HIP 90502" "18 28 04.319" "+73 46 10.76" 0.052 0.004 0.063886 0.002215 0.09093 -2.9713920 Simbad
"HIP 90556" "18 28 42.318" "+37 15 08.65" 0.066 0.005 0.076807 0.002083 1.16546 -2.1613374 Simbad
"HIP 90609" "18 29 20.862" "+17 59 02.12" 0.100 0.007 0.129359 0.003775 0.70945 -4.1941967 Simbad
"HIP 90638" "18 29 36.377" "+18 00 47.48" 0.077 0.005 0.090398 0.002474 0.94360 -2.6796446 Simbad
"HIP 90639" "18 29 37.898" "-33 56 02.30" 0.097 0.007 0.114624 0.003196 0.72113 -2.5177162 Simbad
"HIP 90764" "18 31 05.325" "+28 29 45.12" 0.066 0.005 0.086395 0.002640 0.42980 -4.0790796 Simbad
"HIP 90795" "18 31 22.019" "-00 28 55.07" 0.097 0.007 0.114439 0.003253 0.55814 -2.4913560 Simbad
"HIP 90923" "18 32 49.958" "+30 33 15.15" 0.184 0.013 0.221662 0.006138 1.10287 -2.8970630 Simbad
"HIP 90999" "18 33 47.663" "+46 13 08.95" 0.110 0.008 0.141818 0.003999 1.78989 -3.9772651 Simbad
"HIP 91263" "18 36 56.232" "+67 48 16.07" 0.091 0.006 0.105494 0.002896 0.99584 -2.4155874 Simbad
"HIP 91315" "18 37 33.509" "+62 31 35.72" 0.192 0.013 0.225104 0.006751 0.40991 -2.5464652 Simbad
"HIP 91338" "18 37 48.453" "+05 53 00.48" 0.113 0.008 0.139701 0.003910 0.82405 -3.3376205 Simbad
"HIP 91525" "18 39 52.815" "+52 11 45.88" 0.146 0.010 0.182745 0.004944 1.49542 -3.6745281 Simbad
"HIP 91528" "18 39 55.446" "+53 19 33.10" 0.049 0.003 0.062030 0.001704 0.73437 -4.3434763 Simbad
"HIP 91610" "18 40 59.698" "+41 55 01.91" 0.079 0.005 0.093764 0.002988 0.25280 -2.9527755 Simbad
"HIP 91642" "18 41 19.252" "+27 55 30.26" 0.065 0.004 0.077108 0.002413 0.28481 -3.0270590 Simbad
"HIP 91675" "18 41 41.311" "+31 37 03.41" 0.127 0.009 0.154686 0.004243 0.85587 -3.0762289 Simbad
"HIP 91705" "18 42 06.239" "+04 02 03.62" 0.076 0.005 0.086652 0.002413 1.02848 -2.1304250 Simbad
"HIP 91729" "18 42 19.985" "+36 33 06.38" 0.074 0.005 0.095598 0.002601 0.95567 -4.3195324 Simbad
"HIP 91734" "18 42 24.179" "+28 07 29.54" 0.071 0.005 0.092278 0.002581 0.61248 -4.2555704 Simbad
"HIP 91744" "18 42 30.005" "-70 18 11.40" 0.091 0.006 0.108540 0.003316 0.48002 -2.9232614 Simbad
"HIP 91764" "18 42 44.723" "+14 50 32.33" 0.097 0.007 0.115379 0.003202 0.96943 -2.6255229 Simbad
"HIP 91776" "18 42 52.069" "+28 18 10.01" 0.068 0.005 0.087326 0.002961 0.42704 -3.8651630 Simbad
"HIP 91809" "18 43 10.162" "+24 13 22.61" 0.050 0.003 0.059441 0.001940 0.28112 -3.1470532 Simbad
"HIP 91951" "18 44 35.379" "+39 04 15.38" 0.082 0.006 0.097011 0.002737 0.52467 -2.5017684 Simbad
"HIP 91975" "18 44 49.938" "+02 03 36.15" 0.265 0.018 0.303333 0.008415 0.50004 -2.1295896 Simbad
"HIP 91987" "18 44 55.914" "-00 22 24.35" 0.119 0.008 0.136598 0.003864 0.25414 -2.1997633 Simbad
"HIP 91997" "18 45 03.733" "+35 00 30.29" 0.104 0.007 0.119808 0.003241 0.65832 -2.2582240 Simbad
"HIP 92057" "18 45 48.040" "+68 43 39.91" 0.079 0.005 0.091294 0.002482 0.60522 -2.4588213 Simbad
"HIP 92075" "18 45 58.433" "+01 19 01.33" 0.082 0.006 0.095401 0.002650 0.52958 -2.2335548 Simbad
"HIP 92113" "18 46 22.891" "+41 41 19.63" 0.076 0.005 0.086987 0.002475 0.79120 -2.1973610 Simbad
"HIP 92137" "18 46 45.852" "+67 46 17.33" 0.090 0.006 0.114394 0.003110 1.18220 -4.0656120 Simbad
"HIP 92188" "18 47 19.037" "-37 32 55.23" 0.099 0.007 0.115110 0.003462 0.20102 -2.3014438 Simbad
"HIP 92193" "18 47 21.042" "+55 47 04.83" 0.057 0.004 0.069519 0.001875 0.97378 -3.1298240 Simbad
"HIP 92199" "18 47 24.330" "-49 37 49.89" 0.097 0.007 0.119726 0.003334 0.64295 -3.2465796 Simbad
"HIP 92216" "18 47 37.463" "+32 18 42.62" 0.039 0.003 0.057332 0.001518 1.00795 -6.1107574 Simbad
"HIP 92265" "18 48 13.072" "+23 42 33.26" 0.075 0.005 0.086956 0.002421 1.25433 -2.3912609 Simbad
"HIP 92282" "18 48 28.140" "+36 26 27.14" 0.075 0.005 0.094823 0.002705 0.81412 -3.9645135 Simbad
"HIP 92312" "18 48 53.386" "+19 19 43.40" 0.196 0.013 0.225346 0.006164 0.63529 -2.2573540 Simbad
"HIP 92352" "18 49 20.670" "+43 44 03.80" 0.585 0.040 0.494654 0.045861 0.58251 2.2586555 Simbad
"HIP 92382" "18 49 34.996" "-43 26 02.77" 0.183 0.013 0.223892 0.006211 0.46573 -3.1455470 Simbad
"HIP 92396" "18 49 44.086" "+31 37 46.06" 0.128 0.009 0.156695 0.004332 0.68061 -3.1883388 Simbad
"HIP 92476" "18 50 46.813" "-34 18 18.43" 0.098 0.007 0.114611 0.003236 0.86684 -2.3729650 Simbad
"HIP 92537" "18 51 26.835" "+39 19 14.11" 0.092 0.006 0.114244 0.003170 1.16660 -3.7073890 Simbad
"HIP 92539" "18 51 27.738" "+40 24 09.30" 0.055 0.004 0.063276 0.001778 1.02803 -2.0691118 Simbad
"HIP 92579" "18 51 54.109" "+31 23 38.74" 0.068 0.005 0.079860 0.002215 0.79742 -2.3719773 Simbad
"HIP 92583" "18 51 56.588" "-57 56 05.13" 0.076 0.005 0.087535 0.002600 0.86856 -2.3069010 Simbad
"HIP 92590" "18 52 01.502" "+37 30 59.48" 0.071 0.005 0.082353 0.002545 0.28482 -2.2705390 Simbad
"HIP 92594" "18 52 02.206" "+59 40 01.34" 0.107 0.007 0.125926 0.003457 0.61197 -2.7037742 Simbad
"HIP 92599" "18 52 07.250" "+41 22 59.68" 0.124 0.009 0.163916 0.004636 0.83037 -4.4351287 Simbad
"HIP 92613" "18 52 15.047" "+39 25 49.39" 0.051 0.003 0.058326 0.001691 0.50254 -2.4419339 Simbad
"HIP 92616" "18 52 17.286" "+33 21 28.44" 0.048 0.003 0.061307 0.001663 1.65094 -4.4358260 Simbad
"HIP 92641" "18 52 36.584" "+26 41 20.15" 0.071 0.005 0.085137 0.002389 1.03184 -2.8274357 Simbad
"HIP 92645" "18 52 38.892" "-60 13 24.10" 0.066 0.005 0.077954 0.002156 1.00002 -2.3908840 Simbad
"HIP 92649" "18 52 41.688" "-30 44 02.62" 0.121 0.008 0.138344 0.003933 0.19136 -2.1680415 Simbad
"HIP 92690" "18 53 13.578" "-73 37 46.80" 0.093 0.006 0.117998 0.003586 0.48932 -4.1662827 Simbad
"HIP 92727" "18 53 42.729" "-74 57 29.79" 0.082 0.006 0.101709 0.002959 0.57800 -3.2848878 Simbad
"HIP 92760" "18 54 09.147" "-47 15 47.45" 0.096 0.007 0.113802 0.003344 0.31918 -2.5431619 Simbad
"HIP 92767" "18 54 13.221" "+38 51 23.91" 0.046 0.003 0.053055 0.001428 0.54287 -2.3517694 Simbad
"HIP 92813" "18 54 40.883" "+19 50 33.35" 0.089 0.006 0.103442 0.003010 0.39360 -2.4070044 Simbad
"HIP 92820" "18 54 45.952" "-48 56 51.86" 0.105 0.007 0.123897 0.003511 0.44676 -2.6996262 Simbad
"HIP 92847" "18 55 09.307" "+36 44 30.16" 0.068 0.005 0.085943 0.002501 0.92704 -3.5885947 Simbad
"HIP 92921" "18 55 54.552" "+46 30 47.99" 0.068 0.005 0.082034 0.002277 0.92783 -2.8067038 Simbad
"HIP 92934" "18 56 03.800" "+17 59 43.23" 0.106 0.007 0.137958 0.003753 1.74900 -4.5654335 Simbad
"HIP 92963" "18 56 22.660" "-01 47 59.51" 0.147 0.010 0.171282 0.004845 0.24884 -2.4281680 Simbad
"HIP 93023" "18 57 02.959" "+25 59 58.09" 0.073 0.005 0.086561 0.002393 0.52366 -2.7122020 Simbad
"HIP 93022" "18 57 03.045" "+45 51 21.43" 0.102 0.007 0.117242 0.003279 0.75633 -2.1774938 Simbad
"HIP 93024" "18 57 03.200" "+32 08 19.49" 0.055 0.004 0.074983 0.001974 0.46354 -4.9957870 Simbad
"HIP 93049" "18 57 14.313" "-43 55 01.23" 0.129 0.009 0.161681 0.004612 0.71964 -3.6312442 Simbad
"HIP 93100" "18 57 58.925" "+44 59 17.09" 0.086 0.006 0.099028 0.002639 0.55373 -2.1713252 Simbad
"HIP 93161" "18 58 33.882" "+60 40 02.36" 0.108 0.007 0.129739 0.003689 0.86998 -3.1055052 Simbad
"HIP 93209" "18 59 10.964" "-39 32 04.96" 0.135 0.009 0.155709 0.005086 0.13645 -2.3009480 Simbad
"HIP 93231" "18 59 26.267" "+43 00 47.58" 0.069 0.005 0.087052 0.002381 1.33468 -3.6104977 Simbad
"HIP 93250" "18 59 41.446" "-40 37 21.79" 0.070 0.005 0.085281 0.002471 0.64551 -3.0561671 Simbad
"HIP 93272" "18 59 58.479" "-71 55 57.48" 0.113 0.008 0.131400 0.003748 0.26331 -2.3000026 Simbad
"HIP 93313" "19 00 23.067" "+35 49 12.95" 0.059 0.004 0.070043 0.001943 0.62433 -2.7608350 Simbad
"HIP 93382" "19 01 09.723" "+41 24 54.05" 0.071 0.005 0.083801 0.002293 0.76708 -2.5601597 Simbad
"HIP 93401" "19 01 21.781" "+44 23 11.46" 0.074 0.005 0.091007 0.002499 0.95220 -3.4014150 Simbad
"HIP 93443" "19 01 49.431" "+22 15 51.88" 0.185 0.013 0.211086 0.006125 0.27624 -2.0066350 Simbad
"HIP 93457" "19 02 00.881" "+23 05 07.03" 0.058 0.004 0.072204 0.002442 0.55563 -3.5509503 Simbad
"HIP 93470" "19 02 08.517" "-41 54 37.81" 0.154 0.011 0.179139 0.006210 0.29746 -2.2853668 Simbad
"HIP 93541" "19 03 06.466" "+59 26 41.63" 0.062 0.004 0.072564 0.002092 0.67656 -2.6410425 Simbad
"HIP 93549" "19 03 13.027" "+37 21 14.24" 0.054 0.004 0.063576 0.001927 0.83539 -2.3939210 Simbad
"HIP 93594" "19 03 39.258" "+39 54 39.24" 0.073 0.005 0.084538 0.002313 0.84839 -2.3075492 Simbad
"HIP 93612" "19 03 48.748" "+41 58 27.36" 0.068 0.005 0.080216 0.002252 0.75162 -2.4431095 Simbad
"HIP 93673" "19 04 33.026" "+45 55 18.00" 0.103 0.007 0.117832 0.003333 0.59607 -2.1189237 Simbad
"HIP 93713" "19 04 55.165" "+53 23 47.96" 0.227 0.016 0.263283 0.007306 0.92569 -2.2676697 Simbad
"HIP 93726" "19 05 03.178" "+25 50 17.09" 0.097 0.007 0.115726 0.003305 0.37671 -2.6751852 Simbad
"HIP 93805" "19 06 14.940" "-04 52 57.19" 0.524 0.036 0.604709 0.062221 0.03185 -2.2419195 Simbad
"HIP 93860" "19 06 54.814" "-50 19 23.33" 0.137 0.009 0.161905 0.004725 0.24957 -2.7672102 Simbad
"HIP 93862" "19 06 55.606" "-48 17 56.92" 0.176 0.012 0.203056 0.005635 0.33986 -2.2546625 Simbad
"HIP 94023" "19 08 33.359" "+50 21 49.93" 0.101 0.007 0.127501 0.003501 0.59974 -3.7857900 Simbad
